seed	Area
602	11945.5
603	12722.1
604	12564.1
605	12806.1
606	11674.1
607	12415.3
608	11949.5
609	11457.5
610	10738.6
611	11506
612	12975.2
613	12036.6
614	13077.4
615	11871.6
616	11573.9
617	12649.2
618	11848.3
619	12068
620	11749
621	12623.9
622	13107.8
623	11565.8
624	10295.1
625	12229
626	11543.5
627	11966.7
628	10955.2
629	12718
630	13300.2
631	11841.2
632	11602.2
633	12491.2
634	12608.7
635	11669.1
636	11923.2
637	11804.7
638	11143.6
639	11795.6
640	12764.6
641	12209.7
642	10945.1
643	11631.6
644	11479.7
645	11562.8
646	11316.7
647	11697.4
648	11748
649	11788.5
650	12645.1
651	11768.3
652	12239.1
653	11411.9
654	10637.3
655	12195.6
656	9799.99
657	11713.6
658	13161.5
659	11957.6
660	12925.6
661	12434.5
662	10838.8
663	11434.2
664	13537.1
665	11718.7
666	11325.8
667	12333.3
668	12150
669	12327.2
670	10445
671	12722.1
672	12184.4
673	12356.5
674	12306.9
675	11876.6
676	11948.5
677	12163.2
678	11845.2
679	11261
680	11746
681	11578.9
682	12136.8
683	11034.2
684	12115.6
685	13082.5
686	11629.6
687	12193.5
688	12203.7
689	10920.8
690	12949.9
691	12139.9
692	11812.8
693	10401.4
694	11357.2
695	13076.4
696	12201.6
697	12066
698	10904.6
699	12254.3
700	11695.4
701	13015.7
702	12500.3
703	12206.7
704	11538.5
705	10601.9
706	12705.9
707	11410.9
708	12850.6
709	12395
710	10723.4
711	12339.3
712	12014.3
713	12473
714	12162.1
715	12008.2
716	11208.4
717	11467.6
718	11901.9
719	12321.1
720	11382.5
721	11513.1
722	12037.6
723	12615.7
724	12570.2
725	12752.4
726	10994.7
727	12386.9
728	12169.2
729	11113.2
730	12394
731	12858.8
732	10791.2
733	12196.6
734	11946.5
735	11537.4
736	11324.8
737	12104.4
738	11418
739	10695
740	12371.7
741	11048.4
742	12013.3
743	11997.1
744	11682.2
745	12467.9
746	11580
747	11850.3
748	11711.6
749	12115.6
750	12174.3
751	12311
752	11356.2
753	10470.3
754	12179.4
755	13398.4
756	11654.9
757	12332.2
758	11244.8
759	11225.6
760	10936
761	11790.6
762	12096.3
763	11589.1
764	11280.3
765	11745
766	11590.1
767	11162.8
768	12067
769	12207.7
770	12053.8
771	11669.1
772	12940.8
773	12319.1
774	12358.6
775	11711.6
776	12174.3
777	11380.5
778	12421.4
779	12593.5
780	11799.7
781	12279.6
782	11936.4
783	12383.9
784	11646.8
785	11359.2
786	11858.4
787	11917.1
788	12088.2
789	12711.9
790	12207.7
791	11988
792	11873.6
793	12378.8
794	11517.2
795	12231
796	11463.5
797	11235.7
798	11989
799	11853.3
800	11049.4
801	12442.6
802	12453.8
803	12476
804	12192.5
805	12180.4
806	12357.6
807	10843.9
808	11987
809	12672.5
810	12497.3
811	12273.5
812	11126.4
813	12926.6
814	11367.3
815	10456.1
816	11438.2
817	11013
818	11667
819	13497.6
820	11279.3
821	11597.2
822	11490.9
823	11841.2
824	12683.6
825	12114.6
826	12702.8
827	12235
828	12142.9
829	11869.5
830	10569.5
831	12134.8
832	11707.5
833	12527.7
834	11546.5
835	12434.5
836	11533.4
837	13086.6
838	12535.8
839	11738.9
840	11198.2
841	12049.8
842	10784.1
843	10804.4
844	11477.7
845	12775.7
846	12018.4
847	10309.3
848	11306.6
849	12450.7
850	12554
851	12423.4
852	11630.6
853	12276.6
854	12593.5
855	12162.1
856	11326.8
857	11231.7
858	12107.5
859	12335.3
860	11372.4
861	12325.2
862	11799.7
863	12381.9
864	11991
865	11423
866	11163.8
867	12321.1
868	12200.6
869	10614
870	12014.3
871	11427.1
872	12362.6
873	10884.4
874	12193.5
875	12368.7
876	12513.5
877	11492.9
878	10388.2
879	11630.6
880	12438.6
881	11047.4
882	11954.6
883	11869.5
884	11282.3
885	11647.8
886	11958.6
887	11854.4
888	12761.5
889	11588.1
890	11874.6
891	11662
892	13549.3
893	11764.2
894	12517.5
895	10858
896	12024.5
897	12131.8
898	12176.3
899	11408.9
900	12595.5
901	12162.1
902	11715.6
903	12265.4
904	12366.7
905	12038.6
906	11899.9
907	11581
908	11507.1
909	11015
910	12432.5
911	11387.6
912	11463.5
913	12525.6
914	12200.6
915	13051.1
916	11033.2
917	10599.9
918	11780.4
919	11639.7
920	11702.5
921	12054.8
922	12122.7
923	12220.9
924	11889.8
925	11678.2
926	11841.2
927	11699.4
928	12355.5
929	10220.2
930	11783.5
931	11398.7
932	11500
933	11216.5
934	11065.6
935	10676.8
936	12058.9
937	12858.8
938	12559
939	11562.8
940	11767.3
941	12300.9
942	12389
943	11674.1
944	12696.8
945	12889.1
946	11224.6
947	13155.4
948	12366.7
949	12035.6
950	12981.3
951	11709.6
952	11549.6
953	12102.4
954	10739.6
955	11415.9
956	11152.7
957	11957.6
958	12019.4
959	12433.5
960	10999.8
961	12356.5
962	11677.2
963	11367.3
964	11262
965	12334.3
966	12513.5
967	12707.9
968	11240.8
969	12613.7
970	12476
971	11535.4
972	12716
973	12383.9
974	11454.4
975	11382.5
976	12901.3
977	12608.7
978	11871.6
979	12468.9
980	12707.9
981	12134.8
982	12022.4
983	12786.9
984	10929.9
985	12170.2
986	11523.3
987	11419
988	11714.6
989	11272.2
990	12930.6
991	12291.8
992	12096.3
993	12770.7
994	11759.2
995	12750.4
996	12078.1
997	11362.3
998	12797
999	12627.9
1000	11352.1
1001	11992
1002	11537.4
1003	12040.6
1004	12142.9
1005	10681.9
1006	11824
1007	9181.35
1008	12239.1
1009	11932.3
1010	12701.8
1011	11191.2
1012	10834.8
1013	11558.7
1014	11851.3
1015	11394.7
1016	12100.4
1017	11625.5
1018	12363.6
1019	12123.7
1020	12054.8
1021	12056.9
1022	12247.2
1023	12000.1
1024	11645.8
1025	12354.5
1026	12258.3
1027	12258.3
1028	11449.4
1029	11863.5
1030	10684.9
1031	12039.6
1032	11252.9
1033	11590.1
1034	11694.4
1035	11150.7
1036	12124.7
1037	12788.9
1038	11412.9
1039	10871.2
1040	12864.8
1041	12132.8
1042	11875.6
1043	11779.4
1044	11748
1045	11320.8
1046	11829
1047	12860.8
1048	11122.3
1049	11608.3
1050	11730.8
1051	11386.6
1052	11867.5
1053	12020.4
1054	11385.6
1055	11967.7
1056	12211.8
1057	11272.2
1058	10726.4
1059	11845.2
1060	11693.4
1061	12326.2
1062	11431.1
1063	12087.2
1064	11557.7
1065	12454.8
1066	11805.8
1067	11441.2
1068	12287.7
1069	11928.3
1070	12761.5
1071	12015.3
1072	12419.3
1073	12211.8
1074	11830
1075	12620.8
1076	9920.48
1077	11471.6
1078	12633
1079	13118
1080	12468.9
1081	11420
1082	12972.1
1083	11658.9
1084	12630.9
1085	10910.7
1086	11264.1
1087	11687.3
1088	9971.1
1089	11573.9
1090	12196.6
1091	12541.8
1092	11297.5
1093	12499.3
1094	12216.8
1095	11736.9
1096	11528.3
1097	12433.5
1098	11965.7
1099	11161.8
1100	13076.4
1101	12028.5
1102	11541.5
1103	12657.3
1104	12128.7
1105	12584.4
1106	12329.2
1107	12106.5
1108	12414.3
1109	11789.5
1110	11560.7
1111	12125.7
1112	12619.8
1113	12346.4
1114	11454.4
1115	11955.6
1116	11272.2
1117	11893.8
1118	11781.5
1119	12147
1120	12142.9
1121	11845.2
1122	11568.8
1123	11542.5
1124	12206.7
1125	12044.7
1126	12066
1127	12054.8
1128	11361.3
1129	11723.7
1130	11024.1
1131	11862.4
1132	12537.8
1133	11820.9
1134	11435.2
1135	11695.4
1136	11364.3
1137	12219.9
1138	12457.8
1139	11995.1
1140	12418.3
1141	11982.9
1142	11695.4
1143	10948.2
1144	11347.1
1145	12554
1146	11755.1
1147	12497.3
1148	11805.8
1149	11800.7
1150	12560.1
1151	12605.6
1152	12548.9
1153	11520.2
1154	12773.7
1155	11880.7
1156	11537.4
1157	11310.6
1158	12241.1
1159	11430.1
1160	9984.26
1161	12412.2
1162	11947.5
1163	12496.3
1164	12650.2
1165	12279.6
1166	11568.8
1167	12021.4
1168	11250.9
1169	11496.9
1170	12411.2
1171	11709.6
1172	11076.8
1173	11763.2
1174	12687.6
1175	11711.6
1176	12525.6
1177	11773.4
1178	12717
1179	11093
1180	13396.4
1181	12469.9
1182	11757.1
1183	11499
1184	12979.2
1185	11832.1
1186	12238.1
1187	10465.2
1188	11509.1
1189	12052.8
1190	12671.4
1191	12381.9
1192	12180.4
1193	11863.5
1194	11775.4
1195	11889.8
1196	11818.9
1197	12806.1
1198	12606.6
1199	11624.5
1200	12400.1
1201	11903
1202	11712.6
1203	10909.7
1204	12103.4
1205	12786.9
1206	11510.1
1207	11975.8
1208	11683.2
1209	12125.7
1210	12195.6
1211	12177.3
1212	11870.5
1213	11483.8
1214	11977.9
1215	12664.4
1216	10794.3
1217	12806.1
1218	12863.8
1219	12118.6
1220	10985.6
1221	12707.9
1222	11450.4
1223	12575.2
1224	12423.4
1225	11167.9
1226	11196.2
1227	11805.8
1228	12117.6
1229	11284.3
1230	12665.4
1231	12344.4
1232	12085.2
1233	11767.3
1234	11500
1235	12458.8
1236	12171.3
1237	12432.5
1238	11287.4
1239	11509.1
1240	12499.3
1241	11239.8
1242	11393.7
1243	11700.5
1244	11930.3
1245	12026.5
1246	12130.8
1247	11781.5
1248	11859.4
1249	11762.2
1250	11650.8
1251	12676.5
1252	12674.5
1253	11595.1
1254	12942.8
1255	11438.2
1256	12158.1
1257	11469.6
1258	11283.3
1259	11554.6
1260	11889.8
1261	11846.2
1262	12836.5
1263	13214.1
1264	11627.5
1265	11660
1266	11633.6
1267	11162.8
1268	11788.5
1269	11940.4
1270	12385.9
1271	10773
1272	11882.7
1273	10787.2
1274	12691.7
1275	11405.8
1276	10315.4
1277	10710.2
1278	10716.3
1279	12171.3
1280	12664.4
1281	11943.5
1282	11800.7
1283	12290.7
1284	11471.6
1285	11951.5
1286	11407.8
1287	11701.5
1288	11818.9
1289	11189.1
1290	11103.1
1291	12435.5
1292	12475
1293	12047.7
1294	10514.8
1295	11305.6
1296	11574.9
1297	11427.1
1298	12011.3
1299	12217.8
1300	9979.2
1301	11649.8
1302	11594.1
1303	12150
1304	11694.4
1305	10043
1306	10825.6
1307	13175.7
1308	12076.1
1309	11353.2
1310	10960.3
1311	11003.8
1312	12623.9
1313	12504.4
1314	12147
1315	12097.4
1316	11861.4
1317	11996.1
1318	12133.8
1319	11077.8
1320	11862.4
1321	12170.2
1322	11792.6
1323	11722.7
1324	11468.6
1325	12848.6
1326	12536.8
1327	12602.6
1328	12417.3
1329	12346.4
1330	11519.2
1331	12118.6
1332	10941.1
1333	12777.8
1334	12779.8
1335	12465.9
1336	12054.8
1337	11755.1
1338	12892.2
1339	12465.9
1340	10940.1
1341	11707.5
1342	11306.6
1343	11574.9
1344	11961.7
1345	10909.7
1346	12622.8
1347	12210.8
1348	12501.3
1349	12046.7
1350	12005.2
1351	13435.9
1352	11923.2
1353	12139.9
1354	11372.4
1355	12172.3
1356	11177
1357	13162.5
1358	12063.9
1359	12284.7
1360	10767.9
1361	12825.3
1362	12722.1
1363	12690.7
1364	10768.9
1365	11734.9
1366	11402.8
1367	11625.5
1368	12164.2
1369	11076.8
1370	12499.3
1371	11714.6
1372	10993.7
1373	12143.9
1374	12024.5
1375	11776.4
1376	11189.1
1377	11903
1378	12095.3
1379	12701.8
1380	11852.3
1381	11146.6
1382	11409.9
1383	11772.3
1384	12094.3
1385	11951.5
1386	12619.8
1387	11692.4
1388	11874.6
1389	12576.3
1390	12274.5
1391	11315.7
1392	12330.2
1393	12208.7
1394	12075.1
1395	12029.5
1396	11371.4
1397	12216.8
1398	12330.2
1399	12139.9
1400	11983.9
1401	11968.8
1402	11373.4
1403	12957
1404	12350.5
1405	12783.8
1406	11318.7
1407	10911.7
1408	11772.3
1409	12161.1
1410	11498
1411	11824
1412	11071.7
1413	11766.3
1414	12247.2
1415	11767.3
1416	12114.6
1417	12864.8
1418	11460.5
1419	11563.8
1420	12023.4
1421	11882.7
1422	12051.8
1423	11630.6
1424	12504.4
1425	11485.8
1426	12489.2
1427	11979.9
1428	13141.2
1429	12108.5
1430	11908
1431	12038.6
1432	12469.9
1433	11451.4
1434	12821.3
1435	11985
1436	11732.9
1437	12042.7
1438	11544.5
1439	11660
1440	11780.4
1441	12160.1
1442	12422.4
1443	11763.2
1444	11587
1445	11007.9
1446	12642.1
1447	12125.7
1448	11297.5
1449	12407.2
1450	12386.9
1451	11774.4
1452	11309.6
1453	12186.4
1454	12743.3
1455	11587
1456	12214.8
1457	11292.4
1458	11678.2
1459	10852
1460	11950.5
1461	10713.3
1462	12818.2
1463	11647.8
1464	12371.7
1465	12090.3
1466	11755.1
1467	12833.4
1468	12923.6
1469	11871.6
1470	11499
1471	11646.8
1472	11093
1473	11651.9
1474	12414.3
1475	11146.6
1476	12216.8
1477	13316.4
1478	12336.3
1479	11978.9
1480	12095.3
1481	11333.9
1482	11369.4
1483	12254.3
1484	11412.9
1485	12269.5
1486	12019.4
1487	11441.2
1488	12680.6
1489	11780.4
1490	11897.9
1491	12502.4
1492	10452
1493	11729.8
1494	12143.9
1495	12447.7
1496	11924.2
1497	11794.6
1498	11692.4
1499	11974.8
1500	13048.1
1501	12101.4
1502	11555.7
1503	12313
1504	12020.4
1505	13025.8
1506	11788.5
1507	12236.1
1508	12132.8
1509	12089.2
1510	12298.8
1511	12450.7
1512	12271.5
1513	11716.6
1514	12332.2
1515	12408.2
1516	9204.64
1517	12316.1
1518	11815.9
1519	12159.1
1520	12391
1521	11968.8
1522	12546.9
1523	12940.8
1524	12884.1
1525	11365.3
1526	11689.3
1527	12155.1
1528	11230.6
1529	11358.2
1530	11395.7
1531	12903.3
1532	11474.7
1533	13462.2
1534	12047.7
1535	12480.1
1536	11890.8
1537	11941.4
1538	11461.5
1539	11029.2
1540	11632.6
1541	11097
1542	12692.7
1543	11897.9
1544	12144.9
1545	11524.3
1546	11192.2
1547	11358.2
1548	12104.4
1549	12199.6
1550	12813.2
1551	11165.9
1552	11068.6
1553	11009.9
1554	12091.3
1555	12465.9
1556	11985
1557	10497.6
1558	10843.9
1559	12342.4
1560	12823.3
1561	12928.6
1562	12971.1
1563	11554.6
1564	11180
1565	13011.6
1566	11239.8
1567	10699.1
1568	12304.9
1569	11845.2
1570	12622.8
1571	12180.4
1572	11931.3
1573	12120.6
1574	11158.8
1575	12334.3
1576	10808.4
1577	10772
1578	11692.4
1579	12034.6
1580	12051.8
1581	12450.7
1582	10225.2
1583	12430.5
1584	11580
1585	11013
1586	12008.2
1587	12799
1588	12997.5
1589	12584.4
1590	12748.4
1591	12188.5
1592	13166.5
1593	11515.2
1594	12365.7
1595	12909.4
1596	11288.4
1597	12100.4
1598	11389.6
1599	11907
1600	11941.4
1601	12244.2
1602	11139.5
1603	11771.3
1604	12486.1
1605	11563.8
1606	11873.6
1607	12817.2
1608	12409.2
1609	12023.4
1610	11349.1
1611	10988.7
1612	11317.7
1613	11508.1
1614	12603.6
1615	12157.1
1616	12676.5
1617	11636.7
1618	11814.9
1619	11337
1620	12150
1621	12109.5
1622	11754.1
1623	12013.3
1624	11915.1
1625	13007.6
1626	12048.8
1627	12535.8
1628	12998.5
1629	11702.5
1630	11086.9
1631	11269.1
1632	12260.4
1633	12475
1634	11432.1
1635	11561.7
1636	11469.6
1637	11451.4
1638	11833.1
1639	12647.1
1640	12305.9
1641	12506.4
1642	11702.5
1643	11445.3
1644	11849.3
1645	12536.8
1646	12113.5
1647	11646.8
1648	10859.1
1649	11731.8
1650	12001.2
1651	11702.5
1652	11797.6
1653	11826
1654	11828
1655	12220.9
1656	11709.6
1657	10897.5
1658	11046.4
1659	11341
1660	10674.8
1661	11660
1662	11810.8
1663	11727.8
1664	10700.1
1665	11545.5
1666	11991
1667	12315
1668	12389
1669	11942.4
1670	12588.4
1671	12492.2
1672	12385.9
1673	13429.8
1674	11793.6
1675	11876.6
1676	11654.9
1677	12716
1678	11746
1679	11194.2
1680	12308
1681	12127.7
1682	12291.8
1683	10857
1684	10919.8
1685	11892.8
1686	11814.9
1687	11647.8
1688	12309
1689	11518.2
1690	11946.5
1691	11789.5
1692	12925.6
1693	12158.1
1694	11306.6
1695	11847.3
1696	12287.7
1697	12450.7
1698	12392
1699	12299.9
1700	10838.8
1701	11709.6
1702	11254.9
1703	10348.8
1704	11918.1
1705	11937.4
1706	13174.6
1707	11329.9
1708	10894.5
1709	12003.2
1710	12204.7
1711	12298.8
1712	11839.2
1713	12015.3
1714	11713.6
1715	11505
1716	12493.2
1717	12428.4
1718	11400.8
1719	11329.9
1720	11960.7
1721	11841.2
1722	12110.5
1723	11763.2
1724	12574.2
1725	11774.4
1726	11472.6
1727	12793.9
1728	12528.7
1729	11160.8
1730	12561.1
1731	13156.4
1732	11437.2
1733	12818.2
1734	11488.8
1735	11841.2
1736	12331.2
1737	12892.2
1738	12757.5
1739	12268.5
1740	11710.6
1741	11956.6
1742	12937.7
1743	11607.3
1744	12279.6
1745	12812.2
1746	11636.7
1747	11204.3
1748	11800.7
1749	13073.4
1750	10278.9
1751	10970.4
1752	11604.3
1753	11814.9
1754	11466.6
1755	12067
1756	12006.2
1757	12507.4
1758	11745
1759	11390.6
1760	11632.6
1761	12505.4
1762	11633.6
1763	12240.1
1764	11404.8
1765	13166.5
1766	11915.1
1767	10907.7
1768	11952.6
1769	11960.7
1770	12745.4
1771	10224.2
1772	12349.5
1773	12692.7
1774	11713.6
1775	10940.1
1776	11359.2
1777	11695.4
1778	11377.5
1779	12378.8
1780	11956.6
1781	11819.9
1782	11825
1783	11788.5
1784	11321.8
1785	12516.5
1786	11838.1
1787	12017.4
1788	11734.9
1789	12186.4
1790	12829.4
1791	12312
1792	12065
1793	12490.2
1794	11280.3
1795	11892.8
1796	11655.9
1797	12211.8
1798	13213.1
1799	13148.3
1800	11821.9
1801	11415.9
1802	11562.8
1803	12444.6
1804	11094
1805	11728.8
1806	11900.9
1807	12351.5
1808	11905
1809	12374.8
1810	11320.8
1811	12347.4
1812	11397.7
1813	11982.9
1814	12028.5
1815	12270.5
1816	11877.6
1817	12835.5
1818	11855.4
1819	11419
1820	11789.5
1821	11383.5
1822	13345.8
1823	12165.2
1824	9438.52
1825	11769.3
1826	11426.1
1827	12481.1
1828	12567.1
1829	11650.8
1830	11914.1
1831	11758.2
1832	12481.1
1833	11848.3
1834	11345.1
1835	11755.1
1836	11899.9
1837	12226.9
1838	11638.7
1839	11989
1840	10503.7
1841	11224.6
1842	11129.4
1843	11684.2
1844	11834.1
1845	12178.4
1846	11823
1847	11760.2
1848	12065
1849	11175
1850	12191.5
1851	12189.5
1852	11845.2
1853	12141.9
1854	11895.9
1855	11362.3
1856	13153.4
1857	12014.3
1858	12161.1
1859	12094.3
1860	11716.6
1861	11739.9
1862	11559.7
1863	11778.4
1864	12220.9
1865	13059.2
1866	12377.8
1867	10014.6
1868	12072
1869	11530.4
1870	12261.4
1871	11875.6
1872	11741
1873	12357.6
1874	12077.1
1875	13259.7
1876	10916.8
1877	11754.1
1878	10519.9
1879	11731.8
1880	10443.9
1881	10829.7
1882	12580.3
1883	11627.5
1884	12088.2
1885	11220.5
1886	13060.2
1887	11862.4
1888	11677.2
1889	11904
1890	11418
1891	12373.8
1892	11895.9
1893	12044.7
1894	11506
1895	12011.3
1896	11669.1
1897	11085.9
1898	12342.4
1899	11877.6
1900	11709.6
1901	13106.8
1902	12300.9
1903	12624.9
1904	13309.3
1905	11890.8
1906	12025.5
1907	11966.7
1908	11161.8
1909	11935.4
1910	12009.3
1911	11683.2
1912	11199.3
1913	10619.1
1914	12159.1
1915	10107.8
1916	12629.9
1917	12124.7
1918	12879
1919	13858.1
